name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
52171-900,2023-01-15T18:00:00,26.8,28.8,21.8,74.1,0,0,,0,0,15.5,11.2,140,1012,50,15.2,31,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-15T19:00:00,27,29.2,22,74.14,0,0,,0,0,16.6,11.2,140,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-15T20:00:00,27,29.2,22,74.14,0,0,,0,0,16.9,9.4,200,1012,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-15T21:00:00,25.9,25.9,22.1,79.37,0,0,,0,0,18,9.4,160,1013,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-15T22:00:00,27,29.2,22,74.14,0,0,,0,0,16.9,11.2,130,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-15T23:00:00,27,29.2,22,74.14,0,0,,0,0,15.1,7.6,130,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-16T00:00:00,26.7,28.5,20.9,70.36,0,0,,0,0,11.2,11.2,90,1012,73.5,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-16T01:00:00,26,26,20,69.55,0,0,,0,0,9.4,9.4,120,1011,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-16T02:00:00,25,25,20,73.8,0,0,,0,0,5,5.4,220,1011,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-16T03:00:00,24.1,24.1,20.9,82.55,0,0,rain,0,0,2.5,5.4,210,1011,100,15.2,0,,0,10,Overcast,cloudy,"82899099999,SBRF"
52171-900,2023-01-16T04:00:00,24,24,21,83.34,0,0,rain,0,0,4,1.8,220,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-16T05:00:00,24,24,21,83.34,0,0,rain,0,0,4,7.6,190,1011,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-16T06:00:00,23.8,23.8,21.2,85.19,0,0,,0,0,3.6,5.4,280,1012.2,73.5,15.2,27,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T07:00:00,25,25,22,83.45,0,0,,0,0,8.3,3.6,250,1013,89,10,184,0.7,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T08:00:00,27,29.2,22,74.14,0,0,,0,0,8.6,3.6,350,1013,89,10,405,1.5,4,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T09:00:00,27.9,30.5,21.9,69.9,0,0,rain,0,0,10.8,5.4,70,1013.3,89,15.2,627,2.3,6,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T10:00:00,29,32,22,65.98,0,0,rain,0,0,13.3,9.4,80,1013,89,10,765,2.8,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T11:00:00,28,30.7,22,69.92,0,0,rain,0,0,14,9.4,90,1013,89,10,967,3.5,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T12:00:00,29.1,31.5,21.1,62.07,0,0,rain,0,0,14.4,13,80,1012.2,50,15.2,994,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T13:00:00,29,32,22,65.98,0,0,,0,0,14.4,13,90,1012,50,10,896,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T14:00:00,29,32,22,65.98,0,0,,0,0,12.2,14.8,90,1011,50,10,832,3,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T15:00:00,28.8,31.7,22,66.77,0,0,,0,0,12.6,14.8,90,1011,65.6,15.2,575,2.1,6,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T16:00:00,28,30.7,22,69.92,0,0,,0,0,13,14.8,90,1011,50,10,235,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T17:00:00,28,30.7,22,69.92,0,0,,0,0,14.4,11.2,70,1011,50,10,120,0.4,1,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-16T18:00:00,27.7,29.8,21.1,66.99,0,0,,0,0,14,13,90,1012.1,58.7,15.2,27,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-16T19:00:00,27,28.8,21,69.74,0,0,,0,0,14.4,9.4,80,1012,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-16T20:00:00,27,28.8,21,69.74,0,0,,0,0,15.8,9.4,90,1013,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-16T21:00:00,27.1,29.2,21.8,72.98,0,0,,0,0,13,9.4,110,1013.4,55.2,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-16T22:00:00,27,29.2,22,74.14,0,0,,0,0,14.8,7.6,100,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-16T23:00:00,27,28.8,21,69.74,0,0,,0,0,14,9.4,110,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T00:00:00,27,29.1,21.8,73.21,0,0,,0,0,11.5,9.4,100,1012.2,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T01:00:00,27,28.8,21,69.74,0,0,,0,0,10.8,9.4,100,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T02:00:00,27,28.8,21,69.74,0,0,rain,0,0,11.9,7.6,100,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T03:00:00,26.9,28.7,21.1,70.39,0,0,rain,0,0,10.1,9.4,100,1011,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T04:00:00,27,28.8,21,69.74,0,0,,0,0,7.6,11.2,100,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T05:00:00,27,29.2,22,74.14,0,0,,0,0,5.8,13,90,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T06:00:00,27.1,29.3,22,73.91,0,0,,0,0,9,9.4,90,1012.2,44.8,15.2,24,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-17T07:00:00,28,30.7,22,69.92,0,0,rain,0,0,14,16.6,120,1013,50,10,121,0.4,1,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-17T08:00:00,28,30.7,22,69.92,0,0,rain,0,0,14,16.6,100,1013,89,10,197,0.7,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-17T09:00:00,29.1,32.1,22,65.78,0,0,rain,0,0,15.8,11.2,110,1014.1,83.9,15.2,303,1.1,3,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-17T10:00:00,29,32,22,65.98,0,0,,0,0,15.1,16.6,110,1013,89,10,557,2,6,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-17T11:00:00,29,32.8,23,70.11,0,0,rain,0,0,15.8,20.5,140,1013,50,9,867,3.1,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-17T12:00:00,28.2,30.9,22,69.29,0,0,rain,0,0,16.9,20.5,120,1013.3,89,12.6,951,3.4,10,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-17T13:00:00,27,29.2,22,74.14,0,0,rain,0,0,17.6,14.8,150,1013,89,10,982,3.5,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-17T14:00:00,29,31.4,21,62.06,0,0,rain,0,0,17.3,18.4,110,1012,89,10,860,3.1,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-17T15:00:00,28.7,31.5,21.8,66.13,0.3,100,rain,0,0,18.4,14.8,110,1012.2,55.2,15.2,659,2.4,7,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-01-17T16:00:00,28,30.7,22,69.92,0,0,rain,0,0,16.6,13,90,1012,89,10,302,1.1,3,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-17T17:00:00,28,30.7,22,69.92,0,0,,0,0,17.3,11.2,120,1012,50,10,163,0.6,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-17T18:00:00,27.8,30.3,21.9,70.33,0,0,,0,0,15.1,14.8,90,1013.2,55.2,15.2,22,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T19:00:00,28,30.1,21,65.77,0,0,,0,0,14.4,9.4,60,1013,89,8,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T20:00:00,28,30.7,22,69.92,0,0,,0,0,13.7,9.4,70,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T21:00:00,27.2,29.4,22,73.46,0,0,,0,0,13,7.6,60,1014.2,83.9,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T22:00:00,27,28.8,21,69.74,0,0,,0,0,11.9,9.4,70,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-17T23:00:00,27,29.2,22,74.14,0,0,rain,0,0,9.7,7.6,100.1,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-18T00:00:00,26.8,28.9,22,75.05,0,0,rain,0,0,9.7,9.4,100,1012.4,83.9,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-18T01:00:00,27,29.2,22,74.14,0,0,rain,0,0,9.7,13,120,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-18T02:00:00,27,29.2,22,74.14,0,0,,0,0,12.2,11.2,130,1011,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-18T03:00:00,26,26,22.2,79.39,0.1,100,rain,0,0,16.6,11.2,130,1011.2,73.5,15.2,0,,0,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-01-18T04:00:00,27,29.2,22,74.14,0,0,,0,0,16.6,9.4,110,1011,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-18T05:00:00,27,29.2,22,74.14,0,0,rain,0,0,14.8,9.4,120,1011,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-18T06:00:00,25.9,25.9,22.8,83.03,0,0,rain,0,0,20.2,7.6,120,1012.4,83.9,12.6,28,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-18T07:00:00,28,31.3,23,74.3,0,0,rain,0,0,21.6,13,120,1013,50,10,213,0.8,2,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-18T08:00:00,29,32.8,23,70.11,0,0,rain,0,0,22,16.6,110,1013,50,10,451,1.6,5,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-18T09:00:00,29.2,32.8,22.8,68.61,0,0,,0,0,20.9,24.1,130,1013.4,65.6,15.2,688,2.5,7,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-18T10:00:00,29,32,22,65.98,0,0,rain,0,0,20.5,20.5,130,1013,89,10,863,3.1,9,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-18T11:00:00,29,32,22,65.98,0,0,rain,0,0,20.9,24.1,130,1013,89,10,975,3.5,10,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-18T12:00:00,28.7,32.3,22.9,70.72,0,0,rain,0,0,20.9,18.4,120,1013,94.2,10,991,3.6,10,30,Overcast,cloudy,"82899099999,SBRF"
52171-900,2023-01-18T13:00:00,28,30.7,22,69.92,0,0,rain,0,0,20.2,20.5,120,1012,89,10,904,3.3,9,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-18T14:00:00,29,32,22,65.98,0,0,rain,0,0,20.2,20.5,120,1012,89,10,826,3,8,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-18T15:00:00,28,30.7,22.2,70.59,0,0,rain,0,0,19.8,18.4,120,1011.5,83.9,9,674,2.4,7,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-19T11:00:00,28,30.7,22,69.92,0,0,rain,0,0,16.9,13,100,1014,50,10,738,2.7,7,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-19T12:00:00,28.1,30.7,21.9,69.27,0,0,rain,0,0,16.2,14.8,110,1014,65.6,15.2,781,2.8,8,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-19T13:00:00,28,31.3,23,74.3,0,0,rain,0,0,16.2,13,130,1013,50,10,841,3,8,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-19T14:00:00,29,32.8,23,70.11,0,0,rain,0,0,15.8,16.6,130,1012,50,10,790,2.8,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-19T15:00:00,28.9,31.9,22.1,66.58,0,0,,0,0,15.5,16.6,130,1012.2,73.5,15.2,554,2,6,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-19T16:00:00,29,32,22,65.98,0,0,,0,0,15.5,14.8,120,1012,50,10,295,1.1,3,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-19T17:00:00,28,30.7,22,69.92,0,0,rain,0,0,16.2,14.8,120,1012,50,10,97,0.3,1,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-19T18:00:00,27.8,30.3,21.8,69.88,0,0,,0,0,15.8,13,120,1012.5,50,15.2,15,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-19T19:00:00,28,30.7,22,69.92,0,0,,0,0,14,11.2,110,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-19T20:00:00,27,29.2,22,74.14,0,0,,0,0,13.3,9.4,110,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-19T21:00:00,27.2,29.4,21.9,73,0,0,,0,0,13,13,110,1014.4,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-19T22:00:00,27,29.2,22,74.14,0,0,,0,0,13,11.2,100,1014,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-19T23:00:00,27,29.2,22,74.14,0,0,rain,0,0,11.2,11.2,100,1014,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T00:00:00,27.1,29,21.2,70.19,0,0,rain,0,0,10.8,11.2,80,1013.5,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T01:00:00,27,28.8,21,69.74,0,0,rain,0,0,9,7.6,100,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T02:00:00,27,28.8,21,69.74,0,0,rain,0,0,7.6,11.2,100,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T03:00:00,26.8,28.6,21.1,70.82,0,0,rain,0,0,7.6,5.4,90,1012.3,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T04:00:00,26,26,21,73.97,0,0,rain,0,0,5.4,5.4,100,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T05:00:00,27,28.8,21,69.74,0,0,rain,0,0,5,7.6,100,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T06:00:00,24.7,24.7,22.1,85.02,0,0,rain,0,0,7.2,5.4,360,1013.4,44.8,15.2,29,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T07:00:00,27,28.8,21,69.74,0,0,rain,0,0,14,11.2,90,1014,50,10,223,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T08:00:00,28,30.1,21,65.77,0,0,rain,0,0,12.6,11.2,80,1015,50,10,464,1.7,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T09:00:00,29,31.9,21.8,65.15,0,0,rain,0,0,11.9,11.2,70,1015.2,50,15.2,683,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T10:00:00,30,32.6,21,58.58,0,0,rain,0,0,11.9,13,100,1015,50,10,743,2.7,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T11:00:00,28,30.7,22,69.92,0,0,rain,0,0,11.5,18.4,90,1015,50,10,788,2.8,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T12:00:00,28.9,31.7,21.8,65.54,0,0,,0,0,11.5,11.2,80,1014.2,50,15.2,857,3.1,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T13:00:00,29,30.8,20,58.35,0,0,,0,0,11.2,14.8,90,1013,50,10,876,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T14:00:00,30,32.6,21,58.58,0,0,,0,0,11.2,13,120,1012,27.6,10,827,3,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T15:00:00,29,31.4,21.1,62.26,0,0,,0,0,11.9,13,100,1012.1,27.6,15.2,717,2.6,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T16:00:00,29,31.4,21,62.06,0,0,,0,0,13,14.8,110,1011,27.6,10,491,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T17:00:00,28,30.1,21,65.77,0,0,,0,0,14.4,16.6,110,1012,27.6,10,241,0.9,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-20T18:00:00,27.8,29.9,21.1,66.78,0,0,,0,0,18,13,110,1012.3,44.8,15.2,34,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T19:00:00,27,28.8,21,69.74,0,0,,0,0,18.7,14.8,100,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T20:00:00,27,28.8,21,69.74,0,0,,0,0,20.5,9.4,100,1014,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T21:00:00,27.1,29,21.2,70.19,0,0,,0,0,20.2,11.2,90,1014.2,44.8,15.2,0,,0,3,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T22:00:00,27,28.8,21,69.74,0,0,,0,0,18.4,11.2,70,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-20T23:00:00,27,28.8,21,69.74,0,0,,0,0,14.8,11.2,80,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-21T00:00:00,26.8,28.8,21.8,74.1,0,0,,0,0,11.9,9.4,100,1013.3,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-21T01:00:00,27,28.8,21,69.74,0,0,,0,0,11.2,11.2,80,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-21T02:00:00,27,28.8,21,69.74,0,0,,0,0,9.7,9.4,90,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-21T03:00:00,26.8,28.6,21.1,70.82,0,0,,0,0,9,7.6,80,1012.1,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-21T04:00:00,26,26,21,73.97,0,0,,0,0,5,7.6,80,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-21T05:00:00,24,24,21,83.34,0,0,,0,0,4.3,7.6,320,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-21T06:00:00,23.9,23.9,21.1,84.13,0,0,,0,0,9.4,3.6,320,1012.5,50,15.2,19,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T07:00:00,26,26,22,78.64,0,0,,0,0,11.2,5.4,320,1013,50,10,114,0.4,1,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T08:00:00,29,31.4,21,62.06,0,0,,0,0,11.2,11.2,120,1013,50,10,239,0.9,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T09:00:00,28.1,30.3,21.2,66.2,0,0,,0,0,10.4,11.2,120,1014.1,50,15.2,501,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T10:00:00,30,32.6,21,58.58,0,0,,0,0,10.1,11.2,120,1013,50,10,701,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T11:00:00,30,32.6,21,58.58,0,0,,0,0,10.8,13,120,1013,27.6,10,1003,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T12:00:00,29.7,32.8,21.8,62.42,0,0,,0,0,11.2,14.8,100,1012.4,27.6,15.2,1046,3.8,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T13:00:00,30,33.3,22,62.28,0,0,,0,0,11.5,13,110,1012,27.6,10,1008,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T14:00:00,29,32,22,65.98,0,0,,0,0,12.2,16.6,90,1011,50,10,897,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T15:00:00,29.2,32.1,21.9,64.97,0,0,,0,0,12.6,14.8,100,1011.2,50,15.2,722,2.6,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T16:00:00,29,31.4,21,62.06,0,0,,0,0,14,11.2,100,1011,50,10,493,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T17:00:00,28,30.1,21,65.77,0,0,,0,0,15.5,13,100,1011,50,10,242,0.9,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-21T18:00:00,27.8,29.9,21.2,67.21,0,0,,0,0,19.8,13,90,1011.4,50,15.2,34,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-21T19:00:00,28,30.7,22,69.92,0,0,,0,0,20.5,9.4,90,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-21T20:00:00,27,29.1,22,74.13,0,0,,0,0,20.2,13,90,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,SBRF
52171-900,2023-01-21T21:00:00,27.2,29.4,21.8,72.54,0,0,,0,0,19.8,9.4,90,1013.1,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-21T22:00:00,27,29.2,22,74.14,0,0,,0,0,20.2,11.2,80,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-21T23:00:00,27,29.2,22,74.14,0,0,,0,0,17.6,11.2,80,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-22T00:00:00,27.1,29.2,21.7,72.75,0,0,,0,0,15.5,11.2,70,1012.2,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-22T01:00:00,27,28.8,21,69.74,0,0,,0,0,13.3,9.4,70,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-22T02:00:00,27,29.2,22,74.14,0,0,,0,0,10.1,7.6,70,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-22T03:00:00,26.9,28.8,21.2,70.84,0,0,,0,0,7.6,9.4,100,1011.2,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-22T04:00:00,27,29.2,22,74.14,0,0,,0,0,7.2,5.4,50,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-22T05:00:00,27,29.2,22,74.14,0,0,,0,0,5.4,5.4,100,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-22T06:00:00,25.1,25.1,22.8,87.3,0,0,,0,0,5,5.4,330,1012.2,44.8,15.2,29,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-22T07:00:00,27,29.6,23,78.78,0,0,,0,0,9.4,3.6,68.6,1013,50,10,230,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-22T08:00:00,28,30.7,22,69.92,0,0,,0,0,11.2,11.2,60,1013,89,10,480,1.7,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-22T09:00:00,28.8,31.8,22.2,67.41,0,0,rain,0,0,12.6,13,90,1013.2,73.5,15.2,707,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-22T10:00:00,29,32,22,65.98,0,0,,0,0,12.2,9.4,90,1013,89,10,881,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-22T11:00:00,30,32.6,21,58.58,0,0,,0,0,11.9,13,80,1012,50,10,980,3.5,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
